report_date,client_id,target,col1453,col1454,col2167,col2168,col2169,col2170,col2171,col2172,col2173,col2174,col2175,col2176,col2177,col2178,col2179,col2180,col2181,col2182,col2183,col2184,col2185,col2186,col2187,col2188,col2189,col2190,col2220,col2221,col2222,col2244,col2245,col2246,col2292,col2293,col2294,col2316,col2317,col2318,col2340,col2341,col2342,col2364,col2365,col2366,col2388,col2389,col2390,col2460,col2461,col2462,col2470,col2663
2023-01-01,1484,0,0,a3cb860c-375b-4a2b-b82b-5a84b9b2ca56,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8974644.48,10000.0,3001548.16,0.0,0.0,0.0,2.0,2.0,2.0,150755.0,150755.0,150755.0,9752340.95,9752340.95,9752340.95,2.0,2.0,2.0,64.69,64.69,64.69,1.71,1.71,1.71,246.0,0.2562613816564786
2022-08-01,1488,0,0,a6cc65c9-df15-4879-afdc-36fe0e19fb9b,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7848327.89,10000.0,3929163.945,0.0,0.0,0.0,16.0,16.0,16.0,223668.0,223668.0,223668.0,8018497.8,8018497.8,8018497.8,1.0,1.0,1.0,35.85,35.85,35.85,2.1,2.1,2.1,305.0,0.2569190620677391
2021-09-01,1492,0,0,a9fc82ac-d2b5-44b8-8c1f-8a1eaa01e7d1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6592399.68,10000.0,3301199.84,0.0,0.0,0.0,13.0,13.0,13.0,182639.0,182639.0,182639.0,6602399.85,6602399.85,6602399.85,1.0,1.0,1.0,36.15,36.15,36.15,2.2,2.2,2.2,254.0,0.2562613816564786
2023-01-01,1496,0,0,abcf55d7-edd0-498e-86f4-e7bbfc4c67ef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5129006.73,10000.0,2569503.365,0.0,0.0,0.0,4.0,4.0,4.0,133273.0,133273.0,133273.0,5139006.88,5139006.88,5139006.88,1.0,1.0,1.0,38.56,38.56,38.56,1.45,1.45,1.45,612.0,0.2571510494066396
2022-08-01,1499,0,0,acd1b25b-237b-4a36-b317-fc04382ec3f1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5079800.96,10000.0,2544900.48,0.0,0.0,0.0,10.0,10.0,10.0,150935.0,150935.0,150935.0,5005004.6,5005004.6,5005004.6,1.0,1.0,1.0,33.16,33.16,33.16,1.95,1.95,1.95,289.0,0.2562613816564786
2022-05-01,1508,0,0,b0bef25d-64a9-4dff-9f6c-c1744fea9c9b,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5467561.66,10000.0,2738780.83,0.0,0.0,0.0,10.0,10.0,10.0,149553.0,149553.0,149553.0,5131163.43,5131163.43,5131163.43,1.0,1.0,1.0,34.31,34.31,34.31,1.29,1.29,1.29,186.0,0.2562613816564786
2023-02-01,1513,0,0,b540c8af-84eb-4845-ad9e-ac074ba3e4bf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9631017.32,10000.0,3222672.44,0.0,0.0,0.0,8.0,8.0,8.0,174468.0,174468.0,174468.0,8763527.64,8763527.64,8763527.64,2.0,2.0,2.0,50.23,50.23,50.23,0.0,0.0,0.0,432.0,0.2570165748042274
2022-11-01,1519,0,0,b87e9aa0-9aa2-4fa8-b550-bf82177b5694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8363942.65,10000.0,4186971.325,0.0,0.0,0.0,6.0,6.0,6.0,140390.0,140390.0,140390.0,8322319.2,8322319.2,8322319.2,2.0,2.0,2.0,59.28,59.28,59.28,1.82,1.82,1.82,395.0,0.2562368516478617
2022-07-01,1530,0,0,c0f852f6-8842-49fc-abf5-09e337f34705,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5741193.07,10000.0,2875596.535,0.0,0.0,0.0,11.0,11.0,11.0,151386.0,151386.0,151386.0,5094138.9,5094138.9,5094138.9,1.0,1.0,1.0,33.65,33.65,33.65,1.13,1.13,1.13,243.0,0.2562613816564786
2023-01-01,1553,0,0,ce8624b2-ee76-467c-a818-d906122467aa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6796192.7,10000.0,2277730.9,0.0,0.0,0.0,9.0,9.0,9.0,222095.0,222095.0,222095.0,6540697.75,6540697.75,6540697.75,1.0,1.0,1.0,29.45,29.45,29.45,3.96,3.96,3.96,450.0,0.2562613816564786
2021-07-01,1559,0,0,d39710ee-bc7a-4c11-a59a-2d8d04ceca88,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5417920.32,10000.0,1818306.77333333,0.0,0.0,0.0,19.0,19.0,19.0,165588.0,165588.0,165588.0,5709474.24,5709474.24,5709474.24,1.0,1.0,1.0,34.48,34.48,34.48,0.0,0.0,0.0,239.0,0.2562613816564786
2022-01-01,1190,0,0,d7378c71-9953-449c-841d-8f1add4f2e00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4674188.14,10000.0,1570396.04666667,0.0,0.0,0.0,11.0,11.0,11.0,166401.0,166401.0,166401.0,4684188.15,4684188.15,4684188.15,1.0,1.0,1.0,28.15,28.15,28.15,0.0,0.0,0.0,381.0,0.2562613816564786
2022-08-01,1562,0,0,d9d60b6f-05ed-40e8-aeb8-55eddd017bbe,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8695875.06,10000.0,2908291.68666667,0.0,0.0,0.0,11.0,11.0,11.0,155289.0,155289.0,155289.0,8034652.86,8034652.86,8034652.86,2.0,2.0,2.0,51.74,51.74,51.74,1.28,1.28,1.28,239.0,0.2560610222605129
2022-10-01,1564,0,0,dc5a3361-7ed2-4b1f-8094-56dbf9bbe20d,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4443991.79,10000.0,1490997.26333333,0.0,0.0,0.0,10.0,10.0,10.0,167179.0,167179.0,167179.0,4351669.37,4351669.37,4351669.37,1.0,1.0,1.0,26.03,26.03,26.03,1.37,1.37,1.37,277.0,0.2562613816564786
2022-10-01,1568,0,0,ddf381b3-4c98-4be5-8015-42e959eb2b76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4604907.74,10000.0,2307453.87,0.0,0.0,0.0,6.0,6.0,6.0,135892.0,135892.0,135892.0,4273803.4,4273803.4,4273803.4,1.0,1.0,1.0,31.45,31.45,31.45,1.69,1.69,1.69,474.0,0.2562613816564786
2022-10-01,1570,0,0,de779d9a-77a4-ec11-b822-005056b8a72c,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4518620.18,10000.0,1516206.72666667,0.0,0.0,0.0,2.0,2.0,2.0,194278.0,194278.0,194278.0,4528620.18,4528620.18,4528620.18,1.0,1.0,1.0,23.31,23.31,23.31,2.01,2.01,2.01,185.0,0.2569190620677391
2022-05-01,1607,0,0,f004d71b-fe33-4ec2-93c1-58e005d8b567,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8616454.77,10000.0,2884484.92333333,0.0,0.0,0.0,30.0,30.0,30.0,173879.0,173879.0,173879.0,8544414.06,8544414.06,8544414.06,2.0,2.0,2.0,49.14,49.14,49.14,0.0,0.0,0.0,312.0,0.2560610222605129
2022-10-01,1608,0,0,f00cec47-c60b-4db4-b933-b3e2fa52b584,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5690888.84,10000.0,1906629.61333333,0.0,0.0,0.0,11.0,11.0,11.0,156447.0,156447.0,156447.0,5342665.05,5342665.05,5342665.05,1.0,1.0,1.0,34.15,34.15,34.15,1.13,1.13,1.13,307.0,0.2562613816564786
2022-11-01,1611,0,0,f1ab083f-d260-4ac5-8dd8-7fb11c21f883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4084914.22,10000.0,2047457.11,0.0,0.0,0.0,8.0,8.0,8.0,169960.0,169960.0,169960.0,3863190.8,3863190.8,3863190.8,1.0,1.0,1.0,22.73,22.73,22.73,1.17,1.17,1.17,375.0,0.2562613816564786
2023-02-01,1612,0,0,f231bd55-4507-45e0-b05a-22ef51e2c991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11680852.87,10000.0,3905950.95666667,0.0,0.0,0.0,22.0,22.0,22.0,174261.0,174261.0,174261.0,11949076.77,11949076.77,11949076.77,3.0,3.0,3.0,68.57,68.57,68.57,2.12,2.12,2.12,486.0,0.2562613816564786
2022-09-01,1237,0,0,f85f708b-5c20-4771-9994-634a2168f6cc,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5609642.21,10000.0,1879547.40333333,0.0,0.0,0.0,9.0,9.0,9.0,156762.0,156762.0,156762.0,5483534.76,5483534.76,5483534.76,1.0,1.0,1.0,34.98,34.98,34.98,2.06,2.06,2.06,272.0,0.2562613816564786
2022-01-01,1627,0,0,fd00a620-6356-4680-9147-720abd1020b6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9575371.7,10000.0,4792685.85,0.0,0.0,0.0,5.0,5.0,5.0,150595.0,150595.0,150595.0,9585371.75,9585371.75,9585371.75,2.0,2.0,2.0,63.65,63.65,63.65,2.25,2.25,2.25,379.0,0.2562613816564786
2022-12-01,1639,0,0,052a3227-228f-45d9-8eb0-aa5a81ef7b49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4603319.55,10000.0,2306659.775,0.0,0.0,0.0,7.0,7.0,7.0,153493.0,153493.0,153493.0,4618604.37,4618604.37,4618604.37,1.0,1.0,1.0,30.09,30.09,30.09,1.7,1.7,1.7,426.0,0.2562613816564786
2021-06-01,1643,0,0,075c0336-383c-4420-ad35-2bf5474c5788,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4099703.76,10000.0,1378901.25333333,0.0,0.0,0.0,6.0,6.0,6.0,167354.0,167354.0,167354.0,4322753.82,4322753.82,4322753.82,1.0,1.0,1.0,25.83,25.83,25.83,0.0,0.0,0.0,217.0,0.2562613816564786
2022-07-01,1683,0,0,1e107b71-3f7b-4e94-a8de-a8a00d4e608a,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7936578.83,10000.0,3973289.415,0.0,0.0,0.0,6.0,6.0,6.0,141625.0,141625.0,141625.0,7946578.75,7946578.75,7946578.75,2.0,2.0,2.0,56.11,56.11,56.11,2.19,2.19,2.19,300.0,0.2560610222605129
2023-02-01,1692,0,0,25ff5702-21be-ec11-b822-005056b8a6d9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10453111.59,10000.0,3494370.53,0.0,0.0,0.0,7.0,7.0,7.0,169441.0,169441.0,169441.0,9507334.51,9507334.51,9507334.51,2.0,2.0,2.0,56.11,56.11,56.11,2.19,2.19,2.19,243.0,0.2580071201006573
2022-11-01,1696,0,0,2729cb65-27ba-40c3-8359-2c20d483be07,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7081504.84,10000.0,2372834.94666667,0.0,0.0,0.0,4.0,4.0,4.0,231258.0,231258.0,231258.0,6692606.52,6692606.52,6692606.52,1.0,1.0,1.0,28.94,28.94,28.94,3.96,3.96,3.96,365.0,0.2560610222605129
2022-12-01,1697,0,0,27509af2-80ce-48e9-af3b-70a267eb68ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9585912.72,10000.0,3207637.57333333,0.0,0.0,0.0,8.0,8.0,8.0,161037.0,161037.0,161037.0,8721763.92,8721763.92,8721763.92,2.0,2.0,2.0,54.16,54.16,54.16,2.28,2.28,2.28,464.0,0.2560610222605129
2021-09-01,70,0,0,2c213cde-7a14-4ab3-8368-30cf4dd08c61,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5591968.02,10000.0,2800984.01,0.0,0.0,0.0,8.0,8.0,8.0,188277.0,188277.0,188277.0,5716089.72,5716089.72,5716089.72,1.0,1.0,1.0,30.36,30.36,30.36,1.87,1.87,1.87,276.0,0.2562613816564786
2021-10-01,1712,0,0,2e4a8a8b-c14c-449c-b892-c7b26c5006f7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4125322.23,10000.0,1387440.74333333,0.0,0.0,0.0,2.0,2.0,2.0,163642.0,163642.0,163642.0,4305421.02,4305421.02,4305421.02,1.0,1.0,1.0,26.31,26.31,26.31,0.0,0.0,0.0,328.0,0.2562613816564786
2022-02-01,1712,0,0,2e4a8a8b-c14c-449c-b892-c7b26c5006f7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4125322.23,10000.0,1387440.74333333,0.0,0.0,0.0,2.0,2.0,2.0,163642.0,163642.0,163642.0,4305421.02,4305421.02,4305421.02,1.0,1.0,1.0,26.31,26.31,26.31,0.0,0.0,0.0,454.0,0.2562613816564786
2023-01-01,1331,0,0,2fd02fcd-2e4a-4726-8fd1-f76913db9e20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6995366.4,10000.0,2344122.13333333,0.0,0.0,0.0,9.0,9.0,9.0,188002.0,188002.0,188002.0,6739871.7,6739871.7,6739871.7,1.0,1.0,1.0,35.85,35.85,35.85,2.07,2.07,2.07,485.0,0.2562613816564786
2023-01-01,1727,0,0,3abc707a-9467-444b-8abf-aabfe1177915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10294045.51,10000.0,3443681.83666667,0.0,0.0,0.0,13.0,13.0,13.0,171233.0,171233.0,171233.0,9893842.74,9893842.74,9893842.74,2.0,2.0,2.0,57.78,57.78,57.78,2.25,2.25,2.25,421.0,0.2560610222605129
2022-09-01,1360,0,0,46f0d63a-9212-462b-b3d7-2b329f1c6a27,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4216261.07,10000.0,1415420.35666667,0.0,0.0,0.0,5.0,5.0,5.0,185763.0,185763.0,185763.0,4123938.6,4123938.6,4123938.6,1.0,1.0,1.0,22.2,22.2,22.2,1.2,1.2,1.2,199.0,0.2562613816564786
2022-02-01,1761,0,0,5133da83-8913-4de0-8c73-36f92615bac6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5482704.19,10000.0,2746352.095,0.0,0.0,0.0,7.0,7.0,7.0,156030.0,156030.0,156030.0,5086578.0,5086578.0,5086578.0,1.0,1.0,1.0,32.6,32.6,32.6,1.69,1.69,1.69,215.0,0.2562613816564786
2022-10-01,1766,0,0,5717e1fa-a663-47e2-b8b5-18739f50dc11,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6642092.69,10000.0,2223697.56333333,0.0,0.0,0.0,7.0,7.0,7.0,153083.0,153083.0,153083.0,5927373.76,5927373.76,5927373.76,1.0,1.0,1.0,38.72,38.72,38.72,2.07,2.07,2.07,303.0,0.2562613816564786
2022-05-01,559,0,0,595f4795-7060-4dc2-b8cb-69ab6322493d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6544042.96,10000.0,2193680.98666667,0.0,0.0,0.0,29.0,29.0,29.0,174807.0,174807.0,174807.0,6069299.04,6069299.04,6069299.04,1.0,1.0,1.0,34.72,34.72,34.72,0.0,0.0,0.0,489.0,0.2562613816564786
2022-09-01,559,0,0,595f4795-7060-4dc2-b8cb-69ab6322493d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6544042.96,10000.0,2193680.98666667,0.0,0.0,0.0,29.0,29.0,29.0,174807.0,174807.0,174807.0,6069299.04,6069299.04,6069299.04,1.0,1.0,1.0,34.72,34.72,34.72,0.0,0.0,0.0,608.0,0.2562613816564786
2023-01-01,1784,0,0,63c712f7-32e2-4759-82e8-2fe225aaf3d0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10446414.84,10000.0,3491804.94666667,0.0,0.0,0.0,12.0,12.0,12.0,179653.0,179653.0,179653.0,9780309.32,9780309.32,9780309.32,2.0,2.0,2.0,54.44,54.44,54.44,2.06,2.06,2.06,384.0,0.2560610222605129
2021-08-01,1791,0,0,69f7e11c-cb60-4a54-a608-8a96d9e492cd,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4190995.51,10000.0,1409331.83666667,0.0,0.0,0.0,23.0,23.0,23.0,171072.0,171072.0,171072.0,4418789.76,4418789.76,4418789.76,1.0,1.0,1.0,25.83,25.83,25.83,0.0,0.0,0.0,277.0,0.2572174233749946
2022-08-01,179,0,0,6a189547-5871-4e5e-93d1-bb71bfcce8b1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9882769.03,10000.0,3306589.67666667,0.0,0.0,0.0,2.0,2.0,2.0,160002.0,160002.0,160002.0,8750509.38,8750509.38,8750509.38,2.0,2.0,2.0,54.69,54.69,54.69,2.28,2.28,2.28,305.0,0.2560610222605129
2022-03-01,1033,0,0,73997c29-ed81-4445-820e-2d906e4a4cfe,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7721455.83,10000.0,3865727.915,0.0,0.0,0.0,11.0,11.0,11.0,155939.0,155939.0,155939.0,7731455.62,7731455.62,7731455.62,2.0,2.0,2.0,49.58,49.58,49.58,1.83,1.83,1.83,262.0,0.2562613816564786
2022-03-01,615,0,0,7570a6d6-0a73-4ae0-b8b1-009239fcf2b0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6009876.69,10000.0,2015625.56333333,0.0,0.0,0.0,2.0,2.0,2.0,124185.0,124185.0,124185.0,6332193.15,6332193.15,6332193.15,2.0,2.0,2.0,50.99,50.99,50.99,0.0,0.0,0.0,459.0,0.2562613816564786
2023-01-01,1812,0,0,7d052fda-e1f0-4835-ba4b-c6b7db5b663b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6127248.09,10000.0,2052082.69666667,0.0,0.0,0.0,23.0,23.0,23.0,201567.0,201567.0,201567.0,6681946.05,6681946.05,6681946.05,1.0,1.0,1.0,33.15,33.15,33.15,2.01,2.01,2.01,374.0,0.2560610222605129
2022-10-01,1814,0,0,7dbd0014-01ff-46a5-b004-b19257be8dce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6558315.61,10000.0,2198438.53666667,0.0,0.0,0.0,8.0,8.0,8.0,181322.0,181322.0,181322.0,6643638.08,6643638.08,6643638.08,1.0,1.0,1.0,36.64,36.64,36.64,2.11,2.11,2.11,421.0,0.2562613816564786
2022-01-01,1815,0,0,7e4d9fff-e0ab-423f-bb85-36187a62173d,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6035446.77,10000.0,2024148.92333333,0.0,0.0,0.0,22.0,22.0,22.0,181016.0,181016.0,181016.0,6359092.08,6359092.08,6359092.08,1.0,1.0,1.0,35.13,35.13,35.13,0.0,0.0,0.0,304.0,0.2562613816564786
2022-11-01,1819,0,0,80943257-4f34-4eb3-aac3-0d043986b18a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7624236.47,10000.0,2553745.49,0.0,0.0,0.0,14.0,14.0,14.0,203444.0,203444.0,203444.0,7368741.68,7368741.68,7368741.68,1.0,1.0,1.0,36.22,36.22,36.22,2.07,2.07,2.07,367.0,0.2569190620677391
2022-11-01,1824,0,0,832dd382-6bf8-4070-a6b9-7ee35fd3c1c6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9174955.39,10000.0,4592477.695,0.0,0.0,0.0,8.0,8.0,8.0,161070.0,161070.0,161070.0,9277632.0,9277632.0,9277632.0,2.0,2.0,2.0,57.6,57.6,57.6,1.8,1.8,1.8,362.0,0.2560610222605129
2022-06-01,1835,0,0,8b49fd99-3ef5-47bd-b1c9-8c23d2edfb12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3145648.03,10000.0,1577824.015,0.0,0.0,0.0,11.0,11.0,11.0,153859.0,153859.0,153859.0,3155648.09,3155648.09,3155648.09,1.0,1.0,1.0,20.51,20.51,20.51,1.17,1.17,1.17,354.0,0.2562613816564786
2022-04-01,1842,0,0,90ab1c9b-eff3-4cfe-ab50-034ed9d54d95,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5826153.15,10000.0,1954384.38333333,0.0,0.0,0.0,4.0,4.0,4.0,226570.0,226570.0,226570.0,5729955.3,5729955.3,5729955.3,1.0,1.0,1.0,25.29,25.29,25.29,3.19,3.19,3.19,219.0,0.2569190620677391
2022-12-01,1461,0,0,95a79f13-acbe-4307-9298-04147b9247f7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5741391.46,10000.0,2875695.73,0.0,0.0,0.0,5.0,5.0,5.0,153891.0,153891.0,153891.0,5809385.25,5809385.25,5809385.25,1.0,1.0,1.0,37.75,37.75,37.75,1.11,1.11,1.11,403.0,0.2562613816564786
2022-11-01,1857,0,0,98e07d04-679f-4c34-97e7-7973b4d36421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4158201.22,10000.0,1398400.40666667,0.0,0.0,0.0,15.0,15.0,15.0,171447.0,171447.0,171447.0,4428476.01,4428476.01,4428476.01,1.0,1.0,1.0,25.83,25.83,25.83,0.0,0.0,0.0,720.0,0.2562613816564786
